text,sentiment,result
No one is going to upgrade $PEP !?,negative,neutral
"$UNH
UnitedHealth Group
Target Raised byCowen$281.68$320.00 ➝ $340.00Positive ➝ Outperform",positive,positive
"#germany issuing €130.5b in 7 &amp; 15-yr #bonds; via syndication instead of auctions
📌current #german YC isnt so great looking w/ 7yr at -0.47% &amp; 15yr at 0.19%, gotta hope #forex $EUR swings in ur favor or that ylds grind lower to make $$

#investment #stocks #economy #investments https://t.co/CqkoasKsyD",positive,negative
"RT @SystematiCK_: “I tried to detect those stocks that resisted the decline. I reasoned that if they could swim against the stream, they we…",negative,negative
"1900 PIPS Profit so far🔥🔥

For free signals, Join https://t.co/TRxnnWzlqf

#audjpy #METATRADER #forexsignals #amzn #MT5 #GBPUSD #usoil #stocks #Forex #MT4 #fx #EURJPY #ForexAnalysis $BTC #bitcoin #ForexGroup #forexnews #GBPAUD 99130 https://t.co/UAXeIoVvzO",positive,neutral
Stock markets across the world have rallied today as investors anticipate a strong US jobs report. #invest #stocks #US #UK #eurozone #holborn https://t.co/j3IG19to8P,positive,positive
$WOR #Stocks #StockMarket #WorthingtonIndustries issued Q3 EPS on https://t.co/savSNU1XbB  https://t.co/JbweOBu6JG,neutral,neutral
@AdamMancini4 I’m seeing 2650 as a zone of support for $SPX.  What are your thoughts?,neutral,neutral
RT @ManchesterUtd81: @EnronChairman @WillRayValentin @EnergyCynic $NOG isn't in the list cause its AAA like $CVX https://t.co/X97taAoX6i,neutral,neutral
"RT @DeItaOne: **APPLE TO RE-CLOSE 7 STORES IN HOUSTON, TX ON COVID-19 SPIKE
$AAPL",negative,neutral
3 Surprisingly Controversial Stocks in Donald Trump's Portfolio @themotleyfool #stocks $GILD $MO https://t.co/d9hlJnSRN3,negative,negative
RT @SeekingAlpha: $F - Ford: A Cheap Stock With High Liquidity Brings Opportunity. https://t.co/KES63dU5FW #finance #stocks #economy,positive,positive
"RT @TicTocTick: Free trade plan:

1. Look for shortings below 2762, target 2554

2. Above 2762, buys targets 2815

Now 2732

$SPX $NDX #ES_…",negative,neutral
Bullish call option flow in $FB. This could break out if it rallies above $230,positive,negative
RT @GerberKawasaki: This made my day. Tesla is bigger than Exxon! I LOVE IT! $XOM $TSLA https://t.co/WVrLaVRz2z,positive,neutral
"Support becomes resistance for $aapl.  When this puppy gives, look out below https://t.co/bH7MnavdjA",negative,neutral
"New 6-Month Lows (Top 10): $HTZ -16.160%, $SHIP -10.970%, $JCP -10.910%, $EVC -10.670%, $RESI -9.380%, $MAGS -9.120%, $SMHI -8.100%, $HJV -6.770%, $GTYH -6.540%, $SBLK -6.370%
 #stocks #stockmarket #stockstowatch https://t.co/qdE4BxCrA5",negative,neutral
https://t.co/gyCmwHFgux $FB release.,neutral,neutral
"#DumbMickey
In Sturges, Sullivan's Travels,  Joel  McCrea in seeing a Mickey Mouse cartoon realizes the true aim and purpose of comedy or entertainment. $DIS has absolutely no clue - the reason Di will end up a dog and $NFLX, which has adopted Disney's old motto, shall shine. https://t.co/9FSb8l5pzP",positive,neutral
"Yo this is fake right, lol... stinky breadth today on 

#stockmarkets   $SPY $IWM $DIA $QQQ $SPX #SPX500 https://t.co/ETNuxJ6ctw",negative,neutral
"RT @gvkreddi: Big Bull's portfolio, after being down by 28% in the last quarter ending Mar 2020, is up 12% in this quarter, with some new a…",positive,neutral
"RT @ShellCapital: INVESTOR SENTIMENT STOCK MARKET POLL:

How do you believe the stock market will close today?
 #SPX #SPX500 #SPX500USD $SP…",neutral,neutral
"Another great week 

We hit the #BleachBowl - $CLX right into 204 closing off run from 185, swung some lotto puts as a kicker 🧼

$IWM a well-sizes double from 123.90 

$DIS another killer week after Hedge helped you fend off the analyst garbage 
- looks like lots more to come",positive,negative
"RT @WingGirlTrade: SWING TRADING in this unbelievably good market

Highly recommend this FREE ""Swing Trading Strategy"" ebook from the profe…",positive,positive
IDEX -From what I hear they are a US firm Co. why was the CEO the only person to attend Bell Ceremony? This company is reminding me of LK only 2 people showed up for there opening I'm just saying something is fishy too many unanswered questions. #idex #IDEXFAMILY #stocks #gnus https://t.co/GcPkhaB0Q5,negative,negative
"Zacks: Brokerages Expect ADTRAN, Inc. $ADTN Will Post Quarterly Sales of $111.05 Million https://t.co/R07JMQmu0k #stocks",neutral,neutral
"Hearing a lot about how frothy the markets are, so I did some quick valuation work on my portfolio.

EV/Sales of each business I own:

$SQ - 11.3
$SPOT - 6.1
$ROKU - 12.9
$MTCH - 13.6
$MA - 17.8
$SMLR - 7.9
$EA - 6.3
$AYX - 26.3
$LVGO - 44.1

Price appreciation ≠ overvaluation",neutral,neutral
RT @BobLoukas: #stocks -  People complaining the economic numbers didn't match market action.  That's because we came off a 35% crash into…,negative,negative
"(5:00am UTC-7 Apr 16 iPhone US Top 500 Grossing)

$GLUU @KKHOfficial blows past $ZNGA Small Giant Games' Empires, Merge Dragon!, CSR2— Disney $DIS @SorcerersArena past $ZNGA Poker, WwF2 (cont...) https://t.co/Vyq2xgOGJY

Source: AppAnnie #coronavirus #SocialDistancing #MegaTrends",neutral,neutral
"$PLNT up AH on news gyms can reopen in phase 1

$PTON down on same news

$SPY $SPX",neutral,neutral
RT @FXstreetNews: S&amp;P 500 to remain range-bound until a breakthrough on medical or economic front – JP Morgan https://t.co/CMP3ggue8g #Equi…,positive,positive
$TPUB #Stocks #StockMarket #TribunePublishing reported Q1 EPS on https://t.co/savSNTKlN1 https://t.co/309pyDGLwo,neutral,neutral
"RT @cadeinvests: A few solid dividend stocks with yields.

$T - 6.75% 
$O - 4.53%
$JNJ - 2.72%
$MMM - 3.76%
$MCD - 2.60%
$JPM - 3.50%

A lo…",positive,neutral
American Superconductor Co. $AMSC Expected to Post Quarterly Sales of $18.35 Million https://t.co/LRajsgon37 #stocks,neutral,neutral
RT @jbergASU: $SPX $SPY Can we close out this quarter already so we can get back to selling?,negative,neutral
"RT @fboLoud: Invest in 🇺🇸American-Centric Stocks

#Tesla received $4.9 billion in subsidies from taxpayers
How much to China?

Tesla's Tran…",positive,neutral
"We are right there...2,890 in $SPX https://t.co/kC7kpGE57p",neutral,neutral
"RT @TheChartReport: Today's Chart of the Day was shared by @AlmanacTrader 

Click here to read more!

https://t.co/9o5YlPK7t6

#Seasonality…",neutral,neutral
"RT @sbwcws: Apple price target raised to $444 from $310 at Canaccord
$AAPL",positive,neutral
RT @GregCrennan: To continue to expose the #FederalReserve here is the power of attorney for @blackrock to purchase assets which include #s…,positive,negative
"$XOM in Downtrend: its price expected to drop as it breaks its higher Bollinger Band on June 5, 2020. View odds for this and other indicators: https://t.co/UC8WGVsOGa #ExxonMobil #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/3tMZuzHrvY",negative,negative
RT @AmericanBanking: Seanergy Maritime Holdings Corp. $SHIP Given $0.95 Average Target Price by Brokerages https://t.co/q0fZSt9e8x #stocks,neutral,neutral
"FREEDOM Trade plan JUNE 30 2020:

1. Sell if below 3019 , target 2960

2. Buy if above 3019 , target 3084

3. Now 3029

$SPX $NDX #ES_F $SPY",positive,neutral
$spy $spx let’s see some fireworks,neutral,neutral
"RT @getvolatility: Cheap call option upside: $CCL calls cheaper than 88% of history, $BIIB 88%, $HD 88%, $NCLH 88%, $HAL 88%, $WMB 88%, $W…",positive,neutral
Get those $V calls ready boys https://t.co/evm9YRnPLj,positive,neutral
"$SPY C-Suite play lip service to diversity as merely a talking point. The chasm is wider in $IWM. Dimon often praised, but $JPM Board has one token black women.

I have never seen a co more dedicated to making diversity matter than $SVMK. Proud bagholder.

https://t.co/IZYFGkULZx https://t.co/BA16ge8Keu",positive,neutral
"RT @PatrickWalker56: TOP 10 GROUPS.   Leading Groups. Leading Stocks in those
groups. Our screens find them. #stocks #investing 
ENTERPRISE…",positive,positive
Some stocks in play today $AAPL $SPOT $INTC $ABBV,positive,neutral
RT @wijaranakula: The #SP500 is testing its 50-day EMA and continues making HIGHER-HIGHS. 😎 There should not be any CONFUSION about what th…,negative,negative
".@bankofcanada forecasts #Canadian #economy likely contract another 10-20% in the second quarter. Then, the central bank sees #growth returning, but forecasts the #global economic #recovery to be protracted and uneven. #canada #jobs #money #investing #stocks #COVID19 #coronavirus",positive,negative
"Closed Sell DAL 30.55 for +73.0 pips, total for today +560.3 pips @. VIP Follower .@BigMan_Xander @. #crypto #forex #stocks .@",positive,negative
15 Downsides to Being Rich @themotleyfool #stocks  #rich #disadvantages #getrich #investing #millionaires #millionaire #billionaires #billionaire #wealthy #whoknew? https://t.co/FPQQ122pqs,negative,negative
$IZEA. News!! $work $fb #instagram,neutral,neutral
RT @VolatilityWiz: $AMZN Bezos might be a trillionaire by Prime Day.,neutral,neutral
S&amp;P 500: Set for a 14% gain in 2020 if history repeats itself – DataTrek https://t.co/hY1GWzuJE3 #Equities #SP500 #UnitedStates,positive,positive
RT @KimbleCharting: JP Morgan bulls and shareholders hope this isn't a kiss good-bye at dual resistance! $JPM $SPX $BKX $XLF https://t.co/4…,positive,negative
RT @AdamMancini4: We continue to hover in $SPX at resistance of the rising wedge that now everyone's posted. I posted yesterday I was looki…,neutral,neutral
Looks like $JPM is propping up another restaurant company as $RRGB enters equity distribution agreement for up to $40M,positive,neutral
Group 3: Weekly Technical Video available for viewing in members area of https://t.co/BGHCdJqUxD #Elliottwave #Trading #Stocks #ETFs,neutral,neutral
Reinsurance Group of America Inc $RGA Receives Consensus Rating of “Hold” from Brokerages https://t.co/O3s9Bq3V6U #stocks,neutral,neutral
RT @NorthmanTrader: Since @JeffBezos &amp; $AMZN are making a killing due to their entire retail competition being forced to shut down perhaps…,negative,negative
"Strong Stocks  watch-list for trading on June 24, 2020 $QQQ $SPY $IWM @tradealike #success #trading #options #stock #investing
$GOOGL $BLK $CLX $V $DG $KMB $ZTS $TGT $CL $SNE https://t.co/iOTkDb14uk",positive,positive
"Monday Evening Most Active Options before Close Watching $AMD $AAL $INTC $INTC $TSLA $GSK

https://t.co/gHGOQ1ObZV",positive,neutral
Dow up 350 $AAPL $AMZN $TSLA $NVDA $NFLX $BABA $MSFT $SPY $QQQ https://t.co/Iwc1Wt9XSR,positive,neutral
"Hostess Brands Inc $TWNK Insider Sells $4,028,538.78 in Stock https://t.co/5f9hazuLWf #stocks",negative,neutral
"UnitedHealth posts revenue at $62.1B in Q2, up 2.5% on an annual basis
$UNH
https://t.co/ocIXXSEUIq",neutral,neutral
Restaurant Brands International $QSR – Research Analysts’ Weekly Ratings Changes https://t.co/SfeHSvChMT #stocks,neutral,neutral
"RT @BrianFeroldi: Great list of free investing resources:

1) Yahoo Finance - https://t.co/Xx3zedsQmJ

Most useful tabs:

Summary
Statistic…",positive,positive
"You are doing investment in a company , not in a stock market. 

#investing #stocks #stockmarkets #ValueInvesting",positive,neutral
$AAPL Steady...... Steady.... Easy does it now. Think we can put on another 80 before she tumbles. https://t.co/OVrCyZY3ly,positive,positive
EURUSD Rebounds and Extends Gain to the Region of 1.0900 Level #stocks #trading ... https://t.co/znauJngpRT,positive,positive
$TWTR $FB $GOOG - Trump order to enable punishment for social media - WP https://t.co/MJcmwbTYlq,negative,negative
Futures Movers: Oil finishes higher with supply cuts and pickup in demand lifting U.S. prices by more than 3% #stocks #market https://t.co/k5iFXKNBpw,positive,neutral
"@Mindwbw $AAPL keeps milking their customers. 100% fine with that, every business does that. But the customers dont have any milk left.",positive,neutral
RT @RedDogT3: $FB looks tight again. It's been a bit of play since the President criticized social media names. I did buy some vs. the $225…,negative,negative
"Implied Volatility getting it done with Dmitry !! This can help in your research in $T  $Z $V  and $MS  for examplr,  https://t.co/2ngRM0KVde
#options #optionstrading #tradingideas #volatility #investing",positive,negative
"Nothing like a cup of coffee &amp; reviewing the capital markets to start a Saturday morning. First stop US #stocks:

Momentum surge in Consumer Disc. and Comm. Serv. sectors &amp; a bounce out of Financials to close the week on potential COVID-19 drug innovation. @FactSet data. https://t.co/SLkSyr1vZB",neutral,positive
RT @stockspastor: $SPY bullishness can’t be ignored.  Already overbought but they continue to push it higher.  Thanks to free money @Option…,positive,negative
"RT @leadlagreport: OECD projects the European region’s growth to be worst hit by the pandemic in 2020, while Korea and China (the original…",negative,negative
So who bought $AMZN in March when it was in the $1600s? It’s over $3000 now. Wild!,positive,neutral
RT @TimmerFidelity: (THREAD) Could the huge rally since March 23 be just a bear market rally? And how would we know? Let’s take a look at h…,negative,neutral
"RT @MarkMcSherryNY: .
Standard Life Aberdeen To Sell Another India Stake For £260m - Scottish Financial Review

https://t.co/ItvE4dmVgg

@h…",negative,neutral
"RT @Madison89421615: SELL #BITCOIN
BUY #GOLD

4YR Weekly - $GOLD 50MA Bouncing

$btcusd $eth $ethusd $usdt $xrp $xrpusd $bch $bchusd $bsv $…",neutral,neutral
RT @GerberKawasaki: The Fed is buying everything. Markets moving higher. They borrow at zero and earn positive returns on these bonds. The…,positive,positive
$NQ $ES_F softer but still green. Would prefer green open as gap down on $SPX would open up possibility of a gap fill higher. Watching $SPX 5EMA downside support and the gap fill higher at 2912 resistance. Also intrigued by 5 month EMA 2898 which is also yesterday's HOD.,positive,neutral
"RT @YahooFinance: Highlight: For $AAPL, “there’s prospects potentially more so of a V-shaped recovery,” @DeutscheBank Research Analyst Jeri…",positive,neutral
"RT @forexanalytix: Take a Peek of the Week Ahead! https://t.co/064TwtIgm4 
In today's video Blake discusses the $SPX $AUDJPY $AUDUSD and $E…",neutral,neutral
"RT @TheDividendDean: 📈 Free Technical Analysis Stock Lesson 📉

Want to learn more about the tools day traders use?

I'm going to break down…",neutral,negative
"RT @ISABELNET_SA: 🇨🇳 China Flows

Second largest weekly inflow into China ever. Is a new bubble in the making, as in 2015? 👉 https://t.co/J…",neutral,neutral
"Eeryone loading up here ? 
Load the boat 
$AAPL 450-500
$TSLA 1800
$BA 500
$AMZN 4000 
$GOOGL 2000
$HTZ 20++
bookmark this @me after the next 2 Fed infusions",neutral,neutral
"Source of Beijing’s big new #COVID19  outbreak is still a mystery

 https://t.co/gsnaL8cbN3 #ChinaIndiaFaceoff #ChinaLiedAndPeopleDied #China #COVID19 $HAO $BCNA $ASHX $FLTW $CHNA $CHIX $YAO $CNYA $ZHOK $CQQQ $NIO $TVIX $UVXY $CHIM $CHII $AFTY $NIO $TSLA $AAPL $AEMD $AMZN $CHTR https://t.co/aDnngFkEQj",neutral,neutral
Charles Schwab Co. $SCHW Receives Consensus Recommendation of “Hold” from Analysts https://t.co/JNLav1AEzl #stocks,neutral,neutral
RT @raymond10mm: #down day again $spx $es_f $AAPL #daytrading #investing #futures $spy $nasdaq $zb_f $nq_f $cl_f $GC_f $XOM $ibm $amzn $goo…,negative,neutral
Shanghai Disneyland Tickets Sold Out in Minutes $DIS  https://t.co/uylg6W1VDH,positive,neutral
"RT @freezerohedge: Major companies that have said they're decreasing or halting ad spending with $FB

Adidas
Reebok
Ford
HP
Microsoft
Unile…",negative,neutral
"Breakdown #stocks (sharp move below recent support)

$HPQ $MRO $TBLT $IRWD $DVN $WKHS $BCRX $CLR $AKBA $IOVA 

Sort results by Time, Chg, %, Vol and more.
#nyse #nasdaq
https://t.co/ntbYbUlrMe",negative,negative
"RT @permabear_uk: $MSFT broke a new historic high, settling +0.8% to $189.80. A day for Nadella and team to celebrate. @petenajarian https:…",positive,neutral
@CNBCFastMoney $AAPL-- WILL WARN SOON. INSIDER SELLING,negative,negative
"A quick explanation on what trailing stops are as well as how to visualize them.

#didyouknow #stockmarket #technicalanalysis #trading #knowledgeispower #stocks #learningeveryday #stoploss #trailingSL #profitidea #knowledgeisprofit https://t.co/Cqc3FG29gB",negative,negative
RT @Drugdoctor2014: $AYTU Bio $1.54 - it's $25  Rapid Test shows 39 of 39 positive results CONFIRMED with second test!  $SM $ECR $GPOR $CXO…,positive,positive
"RT @conkers3: @amanzella3 @Borg74 @HW_MA @TheAngelofAIM1
@AIM_profit @TunbridgeJacqui @rubenescu10 
@cH2ange @glr_1990 @MY21_Oracle @henryv…",neutral,neutral
"RT @SilviaBellrock: Hi everyone, I just uploaded a new video on YouTube 👉🏼 https://t.co/EYoGnYmJbf
I am talking about the current market si…",neutral,neutral
RT @Sandro_power: Live Stream Tonight on my  youtube  https://t.co/oN9Cc4EGKy  at 9:45pm EST Time Canada Fiqure out your time zone to match…,neutral,neutral
"@BasaniteI,( OTC: $BASA )
Building America Back Better 🇺🇸

“ BasaFlex,™  Steel Alternative ”
* Made from volcanic rock
* Stronger than steel
* Will never rust. 🚧

#Rebuilding #BuildBackBetter  
#Innovative #infrastructure @CNBC
#Construction #stocks #CNBC #StockMarket $ALYI https://t.co/1BEeIvVDga",positive,positive
One for the #MoveWest crowd. [Chance to become Jan Koum's neighbor.] $FB https://t.co/N0VMQ0qFHs,neutral,neutral
RT @WallStCynic: Sigh. The ridiculous “$TSLA is just like $AMZN in its early days” trope is making the rounds again. Setting aside that the…,neutral,neutral
RT @BrokeDayTrader: @CNBCnow Here comes more Chinese sanctions for Hong Kong. Funny how he waits til after the markets close. If it were go…,negative,neutral
$AMZN $2992 you’re welcome,positive,neutral
"Hard to argue that #bitcoin is not correlating with stocks at the moment. #bitcoin seemed to go green last Sunday when $SPX and $DOW futures traded green and followed through with a move to $7,440, but #btc bulls lost momentum over the weekend. Again.",negative,negative
"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$AMZN $TSLA $MSFT $AAPL $AMD $BA $FB $LUV $MMM $GE $AAL $UPS $TWTR $PFE $…",neutral,neutral
"Todays Stonks:
 S&amp;P 500 is Starting to Stonk (0.47%)
Dow 30 is Starting to Stonk (0.85%)
Nasdaq is Starting to Stonk (0.17%)

 #Stonks #Stocks #StockMarket",neutral,neutral
"RT @JohnTocci: I don’t know who needs to hear this, but $AMZN is ridiculously overvalued at the current price.",negative,negative
"RT @realJosephRich: If you're buying based on ""virus optimism"", I'm sorry, you're an idiot. 

$JPM missed earnings by over 50% (0.78 vs 1.8…",negative,negative
$EWJ https://t.co/ZTIcvYqTx7 Pot. cont. Downtrend INTRAWEEK 60m-15m-4m combo chart #Nikkei #stocks https://t.co/IRI1QQuXha,negative,neutral
"RT @QuantTradingAI: Do you TILT when trading?   Learn to trade without emotions by using AI

Trade Ideas A.I./Algos have been on fire the p…",neutral,neutral
"RT @unseen1_unseen: Market finishes higher.   

Dow up +280pts 
SP500 up +1.44%
Nasdaq up 0.77%

It was a very good week for the market. Fi…",positive,positive
"RT @letsinvestnow: $JPM Great uptrend since breaking out of a multi year base. Good EPS today to help it continue higher 

 https://t.co/kr…",positive,positive
@CleeStuntin Let's make some money $AAPL $MSFT $AMZN $FB $NFLX $GOOGL $AMD $ZM $BYND $BA $BABA $DAL $WMT $HD $TSLA $QQQ $SPY $BA $NVDA,positive,neutral
"$BYND guys news, this could be a great swing after dust settles
https://t.co/qodH7IlN46
https://t.co/fkQ9G5X0fB
https://t.co/DvUeqCl2I0
https://t.co/fJn680GtHm
$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $MRNA $PTON $MRK $AMD $NVDA $SHOP $SQ $BYND $SPCE $GE $WORK $SNAP $ROKU https://t.co/PWki9rRfgJ",positive,positive
"RT @NewsAurChai: Sensex jumps 290 points led by bank stocks. Equity market surged in the last 30 minutes of today's session, ending higher…",positive,neutral
Cantor Fitzgerald Reaffirms Neutral Rating for Vocera Communications $VCRA https://t.co/TOUK0qHGGs #stocks,neutral,neutral
"RT @Hatchatorium: $TSN is using $MARK. They just showed it on CNBC. Plus, ROTH has a $20.50 PT on MARK. This is going to be a 40 bagger! $T…",neutral,neutral
"#Starbucks Warns Of Big Loss, Sharply Scales Back Expansion Plans. Stock Loses Ground On Key Support #Stocks #Retail $SBUX

https://t.co/Loez1wRTBK https://t.co/pklvY30iOJ",negative,negative
"Building Permits (MoM) (May)
1.220M    -    1.228M    -    1.066M

Building Permits Change (May)    14.4%     -    -     -21.4%
#BuildingPermits #USD #US30 #SPX500 #FXCM",neutral,neutral
"RT @Norrenberger: 1/2: For most of us, technical investment terms can be confusing.

#investment #investmentopportunities #capitalinvestmen…",negative,negative
I just sold my $AAPL $370c for $5.00 per contract. I had 5 contracts.,negative,neutral
RT @wallstreetelix5: Here comes the breach of yesterday’s high. About time. Not a top.... $es $ES_F $spy $spx,negative,negative
"My IRA +47% YTD gain breakdown

Stock 64%
Options 36%

Realized 82%
Unrealized 18%

Top contributors 
❇️ Stocks
$NVDA 19% (of course, right?)
$TSLA 9%
$TTD 9%
$NVTA 8%
$BA 7%

❇️ Options
$GOOGL 11%
$AMZN 10%
$SPY 5%
$BAC 4%
$GS 3%

Misc 13% https://t.co/fRbCcyaM66",positive,negative
RT @ETFsDayTrade: This is a brief summary of our math Model for $DJIA $SPX today for you to compare va real-time. And see our previous post…,neutral,neutral
"$spy $ES_F $spx to be honest, that 2538 unfilled gap is actually a double unfilled gap (was a island bottom gap) https://t.co/x00mm7dTc3",positive,neutral
"RT @AnalystMarketer: In the team we trust 🙏https://t.co/zp6vcyvl9U
Alert + update+ chatroom 💻📱

Watchlist 📝 &amp; chart 📈
$SPY $TSLA $SHOP $AMZ…",positive,neutral
"$BTC #Bitcoin correlation intermarket #SP500 vs #BTC 
SARS-COVID-PART 2 

i be back

https://t.co/SrRpe0rvbx
https://t.co/CV3EmFqrZm
https://t.co/QrzlcEEmow
https://t.co/fFJYAK4ds9 https://t.co/mTXZK2WOQP",neutral,neutral
"RT @TicTocTick: 4/20 weekly plan:

Play only on short side below 2860, target 🎯 2661.

Friday close 2667.

$SPX $NDX #ES_F $SPY

Plz share…",negative,neutral
Recent Research Analysts’ Ratings Updates for Autoliv $ALV https://t.co/8CdP7zPJxJ #stocks,neutral,neutral
Head-To-Head Comparison: America Movil SAB de CV ADR Series L $AMX and Liberty Sirius XM Group Series A $LSXMA https://t.co/8A4HKbvmpS #stocks,neutral,neutral
"RT @DividedBrothers: 📗Brothers Divided by J.W. Worsham is ONLY $9.99 to download on        
📗Barnes &amp; Noble Nook
https://t.co/ib6fUnqpyI
#B…",neutral,neutral
RT @ETFProfessor: The U.K. government just sold more than £3 billion worth of government bonds at a negative yield for the first time. #sto…,negative,negative
"""Crawling from the Wreckage: US Stocks"" (4/13/20):  A review of previous major bear trends for the US stock marketplace going back about 125 years does not show a single trend which ended in one month. Will this time be different?  #stocks #coronavirus 
https://t.co/UulwqyHoPZ",negative,neutral
"RT @Tickeron: $AAPL in +1.02% Uptrend, growing for three consecutive days on June 3, 2020. View odds for this and other indicators: https:/…",positive,neutral
"$ADBE #Adobe #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/5JE2nlalc3 https://t.co/EIXeMynIki https://t.co/u2DBMyg8kg",positive,neutral
"Microsoft $MSFT  and Algorand $ALGO teams working on Secure Framework for Private Deep Learning.

👀 https://t.co/A9hbTagyC8

#blockchain #cryptonews $ada $xlm $xrp $eos @IBMBlockchain @Cointelegraph @CoinDesk #ethereum #defi $snx $link $enj $nem $ltc",positive,neutral
RT @chigrl: S&amp;P500 now more concentrated in the 5 largest stocks than ever $MSFT $AAPL $FB $GOOGL $AMZN https://t.co/0W1mMCWQ59,neutral,neutral
"Canopy Growth Announces 'Strategy Reset' After Huge Q4 Loss; Marijuana Stocks Fall

$CGC
$STZ
$CRON
$ACB
$TLRY

#CannabisCommunity #CannabisStocks #MarijuanaStocks #Stock #Stocks #StockMarketNews 
https://t.co/zKvzxVeycf",negative,negative
"RT @KobeissiLetter: S&amp;P 500: UPDATE ON #CORONAVIRUS vs FINANCIAL CRISIS vs DOT-COM.

$SPX is now approaching the 20-month moving average, w…",negative,negative
Weekly Analysts’ Ratings Changes for Fortune Brands Home &amp; Security $FBHS https://t.co/YVfTmFEtLR #stocks,positive,neutral
"We're Live Now!!! UTILITIES, INDUSTRIAL, FINANCIALS, TECH! #investing #dividends #stocks https://t.co/nGNpAUUaty",positive,neutral
"RT @DTAPCAP: Extreme sentiment dislocation. 

Only 22% bulls on #stocks (AAII Survey)

BELOW March level when mkt collapsed.

Everyone must…",negative,negative
"To learn options trading in #stock like $AMZN and $FB for example ..what are the best online applications to do that? https://t.co/lhD2SFttbU   
   #optionchain #volatility",positive,negative
"RT @WaltLightShed: ""We are so far beyond tolerance, this is about justice"" Randall Stephenson, $T",positive,neutral
"RT @MarketRebels: Zuckerberg loses $7 billion as companies boycott $FB ads
https://t.co/zI1b40gyxZ",negative,negative
$SPY $SPX sold @ $16.34 +20% https://t.co/dScnIEoAe5,negative,neutral
"buy bnf 20340 spot sl 20190 tp 20465/20575 
#banknifty #Nifty50 #BANKNIFTYFUTURE  #NSE  #Indices #stockmarkets #stocks  #bankniftyoption",positive,neutral
"Monday SPECTACULAR ONGOING TRADE in Callon Petroleum Company  now up 68% for just today  
$CPE     #stocks https://t.co/do9yNEn5CV",positive,positive
$FRKN #Frencken Group Ltd Frencken Group - Resilient and stable portfolio stands out in tough times: High-tech component manufacturer Frencken is a longer-term beneficiary of positive trends in the technology sector. With a diverse… https://t.co/x5Giurimzp #equity #stocks,positive,positive
9 Investment Pitfalls #Investing #Retirement #StockMarket #FinancialPlanning #Stocks Download our free white paper https://t.co/aPklwNhlpu https://t.co/aem8LenKol,positive,neutral
"Here Is The ""Secret Weapon"" That Allowed Tiny Oil Producer Mexico To Defy Giant Saudi Arabia | Zero Hedge #money #stocks #Bloomberg #crypto #bonds #gold #silver #trump #cnbc #oil #barrons  #music #eu #uk #Canada  #California https://t.co/Mo4Uwnj4KB",negative,neutral
"$PIX #Pixium Vision SA Pixium Vision - Restoring eyesight in advanced Dry-AMD: Pixium Vision is developing Prima 2, a potentially breakthrough wireless bionic vision system (BVS) that generates electrical impulses at the retinal bipolar… https://t.co/1R0NViPwVs #equity #stocks https://t.co/QeO17cxG0u",positive,positive
"RT @crescatkevin: Smug traders think a big CFTC non-commercial net short is bullish. 

It was actually its largest ever right before a majo…",positive,neutral
"RT @Mephisto731: Braindumping a thread on $SPX, $VIX and vol dynamics prompted by a really nice tweet by @JimmyJude13. Robinhoodies, we're…",positive,neutral
Wells Fargo &amp; Co Raises Wayfair $W Price Target to $120.00 https://t.co/GJs8bUT6p5 #stocks,neutral,neutral
"RT @marketmind3: Similar $SPX short set-up as I saw in February. Market making highs, but weak under the surface. At the time, I wasn't pre…",negative,negative
"$JPM:

New SEC Filing for $JPM: Form 424B2 (No. 0001615774-20-006297):

https://t.co/d5U9J0CxhF",neutral,neutral
"RT @SheepKnowMore: $FB has a different tone because of mass suppression of dissenting voices. Folks are more fearful of backlash, not reali…",negative,negative
Google Zero clicks are killing Wikipedia. h/t @hackernoon #Google #search #Wikipedia #stocks #organicsearch #SEO #zeroclicks https://t.co/BqvMbhGowW https://t.co/TtcsJOlnNX,negative,neutral
$AMZN is red right now. Probably nothing.,negative,neutral
@jpmorgan chart showing that positioning has inverted for speculative futures contracts on $SPX. Long vs Shorts still very much defensive as the economic backdrop continues to be a short position paradise. https://t.co/7gynxBDQVF,negative,negative
$NLSN $VIAC $DIS - Media giants to miss out on out-of-home ratings boost https://t.co/BFbsP42Mfh,positive,negative
"@BullishBearz If this rally is to continue, I think we need some bank participation. I bought some $BAC calls this morning.",positive,neutral
"$JNJ, $PG, &amp; now $COST.

Strong companies continuing to increase their dividends during all of this.

Awesome!",positive,positive
RT @FactSet: $SPX EPS estimate for Q2 declined by 28.4% in April while $SPX price increased by 12.7% during the same period. https://t.co/A…,positive,negative
"$AAPL may be the chart to watch here, having broken trendline support (along with many stocks) this week but trading back higher.  Also bounced off 38.2% Fibonacci level and the 200-day not far below $255.  Chart feels heavy with RSI never getting above 60. https://t.co/d6RmEKZxJa",negative,negative
