text,sentiment,cleaned_text,final_result
"RT @theanimal23: My holdings in my IRA:
$ROKU, $AYX, $FSLY, $TTD, $SHOP, $VEEV, $FIVN, $CRWD, $PINS, $DDOG, $MDB, $COUP, $AMZN, $MSFT, $NVD…",neutral,"RT : My holdings in my IRA:
$ROKU, $AYX, $FSLY, $TTD, $SHOP, $VEEV, $FIVN, $CRWD, $PINS, $DDOG, $MDB, $COUP, $AMZN, $MSFT, $NVD…",neutral
"#JPMorgan Chase $JPM Has A Good  #Fundamental Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQytXq https://t.co/pV0VogSUeq",positive," Chase $JPM Has A Good   Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc       ",neutral
"🔴#Stocks making the biggest moves midday: ⁦@Apple⁩ , #Penn National Gaming, ⁦@Spotify⁩ @CNBC https://t.co/B2Okgg7RDI",neutral,"🔴 making the biggest moves midday: ⁦⁩ ,  National Gaming, ⁦⁩  ",neutral
Wells Fargo &amp; Co Reiterates “Buy” Rating for Abbott Laboratories $ABT https://t.co/aaGdMCBO68 #stocks,positive,Wells Fargo &amp; Co Reiterates “Buy” Rating for Abbott Laboratories $ABT  ,neutral
RT @AdamMancini4: We're coiled very tight now in $SPX and price looks to be waiting for a catalyst. The triangle in my below chart is well…,positive,RT : We're coiled very tight now in $SPX and price looks to be waiting for a catalyst. The triangle in my below chart is well…,neutral
$UNH 17-Jul-20 ATM Implied Volatility is up +10.7% to 48.1. Straddle Implies a Move of ±4.2%. Earnings Jul 15 BMO. https://t.co/wvnSfNF68U,negative,$UNH 17-Jul-20 ATM Implied Volatility is up +10.7% to 48.1. Straddle Implies a Move of ±4.2%. Earnings Jul 15 BMO. ,positive
"RT @Madison89421615: $GOLD / $SILVER 50MA Bounce (Weekly)

$work $docu $okta $msft $aapl $fb $amzn $nflx $googl $spot $twlo $twtr $uber $ly…",positive,"RT : $GOLD / $SILVER 50MA Bounce (Weekly)

$work $docu $okta $msft $aapl $fb $amzn $nflx $googl $spot $twlo $twtr $uber $ly…",neutral
"RT @YellowFringeUS: BREAKING: Buying Airline! Saying One Thing To Shareholders Then 
Buying Airline.. Hmmm 

With Stocks Plunging, Is Now W…",positive,"RT : BREAKING: Buying Airline! Saying One Thing To Shareholders Then 
Buying Airline.. Hmmm 

With Stocks Plunging, Is Now W…",neutral
"RT @Lakshmi_888: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RTY $RUT #DAX #FTSE $NQ #NQ 

Watching 2 upper blue…",neutral,"RT :    $SPX   $ES $ES_F $SPY $DOW  $RTY $RUT   $NQ  

Watching 2 upper blue…",neutral
"$zion We have detected a noticeable rise in the Zeitgeist for Zions Bancorporation, N.A. at  https://t.co/odDXHRLnwL
Visit DataSwarm Markets for more information
#STOCKS #NASDAQ
DataSwarm ref: 101065",positive,"$zion We have detected a noticeable rise in the Zeitgeist for Zions Bancorporation, N.A. at  
Visit DataSwarm Markets for more information
 
DataSwarm ref: 101065",positive
"GlobalData Plc - Tecpetrol SA - Strategic SWOT Analysis Review: Tecpetrol SA - Strategic SWOT Analysis Review provides a comprehensive insight into the company’s history, corporate strategy, business structure and operations. The report… https://t.co/exfPi2wMIF #equity #stocks https://t.co/v4S7aT06CV",neutral,"GlobalData Plc - Tecpetrol SA - Strategic SWOT Analysis Review: Tecpetrol SA - Strategic SWOT Analysis Review provides a comprehensive insight into the company’s history, corporate strategy, business structure and operations. The report…    ",neutral
"RT @SharpStreetCap: Not liking the price action here on $SPX

Would be very wary If your long watch out, If $3055 is lost could easily test…",positive,"RT : Not liking the price action here on $SPX

Would be very wary If your long watch out, If $3055 is lost could easily test…",neutral
"Today's purchases in my TFSA with @Questrade. No commission ETF purchases means I can buy any amount I want and not worry about fees.

#stocks #etfs #personalfinance https://t.co/obDzdlnt0l",positive,"Today's purchases in my TFSA with . No commission ETF purchases means I can buy any amount I want and not worry about fees.

   ",neutral
$KTOV $MRK collaboration confirmed! Big surge in PM,positive,$KTOV $MRK collaboration confirmed! Big surge in PM,positive
"TIP OF THE DAY: Trading is all about the price, nothing else. The rest is just unnecessary noise. Price is the only real truth that you can rely on! #trading #price #tipoftheday #JSE #stocks #shares",positive,"TIP OF THE DAY: Trading is all about the price, nothing else. The rest is just unnecessary noise. Price is the only real truth that you can rely on!      ",neutral
RT @RenMacLLC: Will the next 5% in the $SPX be?,neutral,RT : Will the next 5% in the $SPX be?,neutral
"RT @Goose_Trading: $OBSV (Current Price: 5.75) (Float: 31.716M)
ObsEva and Yuyuan BioScience Technology Announce Submission of the  Pre-IND…",neutral,"RT : $OBSV (Current Price: 5.75) (Float: 31.716M)
ObsEva and Yuyuan BioScience Technology Announce Submission of the  Pre-IND…",neutral
"US Stocks At 5-Day High [24-Apr]:

$DJIA: 33% ⇧ ► https://t.co/YgRteIQKca
$SPX:  44% ⇧ ► https://t.co/DqmNkSEm1j
$MID:  51% ⇧ ► https://t.co/qt5HiYg2vw
$SML:  43% ⇧ ► https://t.co/cW4c3xvv0r

https://t.co/4b93yYPrfh",neutral,"US Stocks At 5-Day High [24-Apr]:

$DJIA: 33% ⇧ ► 
$SPX:  44% ⇧ ► 
$MID:  51% ⇧ ► 
$SML:  43% ⇧ ► 

",neutral
"Insider Selling: Yext Inc $YEXT CTO Sells 2,500 Shares of Stock https://t.co/wxyvqmaGL9 #stocks",negative,"Insider Selling: Yext Inc $YEXT CTO Sells 2,500 Shares of Stock  ",neutral
Investors Buy High Volume of American Water Works Put Options $AWK https://t.co/znbZw8ptx4 #stocks,positive,Investors Buy High Volume of American Water Works Put Options $AWK  ,neutral
RT @TheOptionGuys: Some of our subscribers and admins gains!! Join using link in the bio! General members pay nothing! Subscribers pay $50…,positive,RT : Some of our subscribers and admins gains!! Join using link in the bio! General members pay nothing! Subscribers pay $50…,neutral
Wells Fargo &amp; Co Increases Twilio $TWLO Price Target to $250.00 https://t.co/Eh2YCz2Lza #stocks,positive,Wells Fargo &amp; Co Increases Twilio $TWLO Price Target to $250.00  ,positive
"$SPX #futures are up 3%+, suggesting the potential for another strong #market day tomorrow. The bullish 1962 analog identified on 3/24 continues to perform as hoped. 

#SPX $COMPQ #QQQ $QQQ $SPY #SPY #investing #coronavirus #COVID19 #stocks #economy #recession $IWM $DIA #STONKS https://t.co/G0unyaxjp5",positive,"$SPX  are up 3%+, suggesting the potential for another strong  day tomorrow. The bullish 1962 analog identified on 3/24 continues to perform as hoped. 

 $COMPQ  $QQQ $SPY        $IWM $DIA  ",positive
"RT @tradertvshawn: Feeling #savage here with this $AAPL scalp!!  LETS GO!!!!

#stocks #trading #market #trader #markets #nasdaq #nyse #dayt…",positive,"RT : Feeling  here with this $AAPL scalp!!  LETS GO!!!!

       …",neutral
"$AWOX #AwoX SA AWOX - BUY | EUR2(+125%) A new name, a new number of shares, a new listing place: all sounds good to us.: AWOX - BUY | EUR2(+125%) A new name, a new number of shares, a new listing place: all sounds good to us. Capitalize… https://t.co/NcvCz8eqQQ #equity #stocks https://t.co/iR1S9w2ewA",positive,"$AWOX  SA AWOX - BUY | EUR2(+125%) A new name, a new number of shares, a new listing place: all sounds good to us.: AWOX - BUY | EUR2(+125%) A new name, a new number of shares, a new listing place: all sounds good to us. Capitalize…    ",positive
RT @Sandro_power: $AAPL $GOOGL we made good gains following the rules not as much as we wanted to but good gains with skill. If you want to…,positive,RT : $AAPL $GOOGL we made good gains following the rules not as much as we wanted to but good gains with skill. If you want to…,positive
"CANCEL DEUTSCHE BANK $DB NOW! = #CHOMOBANK

REAL #AMERICANS BANK #USA 
$GOLD $JPM $GS $BAC $C $MS

$wmt $cvs $fb $aapl $nflx $googl $amzn $ibb $eem $pg $t $jnj $z $botz $msft $lulu $ibm $tsla $crm $pep $f $ge $pton $hd $jnj $cat $vix $xlf $mkc $rl $tgt $a

https://t.co/VxlYxnIDi7",negative,"CANCEL DEUTSCHE BANK $DB NOW! = 

REAL  BANK  
$GOLD $JPM $GS $BAC $C $MS

$wmt $cvs $fb $aapl $nflx $googl $amzn $ibb $eem $pg $t $jnj $z $botz $msft $lulu $ibm $tsla $crm $pep $f $ge $pton $hd $jnj $cat $vix $xlf $mkc $rl $tgt $a

",neutral
"RT @bti_trading: $EGO $GTBIF $PMAH
Latest signals given by our algorithm on these stocks on our 1-hour charts.
Join the winning team BTI Ma…",positive,"RT : $EGO $GTBIF $PMAH
Latest signals given by our algorithm on these stocks on our 1-hour charts.
Join the winning team BTI Ma…",neutral
"@CN_wire LOL, that sounds like a court drama in the TV series.🤪

Li posted these in Dangdang's office and declare a war to his wife, Yu Yu(俞渝).

By the way, Yu was the founder too. She declined the merge plan from Amazon.
$Dang $AMZN #当当 #LiGuoqing #李国庆 https://t.co/KOOzFxkWz5",neutral," LOL, that sounds like a court drama in the TV series.🤪

Li posted these in Dangdang's office and declare a war to his wife, Yu Yu(俞渝).

By the way, Yu was the founder too. She declined the merge plan from Amazon.
$Dang $AMZN #当当  #李国庆 ",neutral
"#KEC 233 15% RETURN SO FAR

ENJOY HAPPY INVESTING

SUSTAINING 233 CAN HEAD TOWARDS 250

#TECHNICALANALYSIS #STOCKS #STOCKMARKET #NIFTY #INVESTMENTS https://t.co/E5eCHjwCkE",positive," 233 15% RETURN SO FAR

ENJOY HAPPY INVESTING

SUSTAINING 233 CAN HEAD TOWARDS 250

     ",positive
"2020 First Half Portfolio Review (+19.4% Vs. -13.6% Russell 2K)

#StockMarket #Economics $SPX $SPY
https://t.co/JLKLJYQIgh",neutral,"2020 First Half Portfolio Review (+19.4% Vs. -13.6% Russell 2K)

  $SPX $SPY
",neutral
"Closed at 38.60 after touching 40 , ard 39.95. Lets c tom. #trading #nifty #stocks #bankofbaroda #investing",negative,"Closed at 38.60 after touching 40 , ard 39.95. Lets c tom.     ",neutral
"RT @MinteractApp: Friday's Top Flow in #industrial sector, Buy Flow &amp; Sell Flow $BA $CAT $CSX $FDX $GD $HON $FAST $LUV $WM $EFX $NOC $GE $P…",positive,"RT : Friday's Top Flow in  sector, Buy Flow &amp; Sell Flow $BA $CAT $CSX $FDX $GD $HON $FAST $LUV $WM $EFX $NOC $GE $P…",neutral
"@JustinPulitzer $AAPL, Still early, but looking for a look above and fail at the 161.8 fib extension at 398.05 of the previous Feb. high to the March low.",negative," $AAPL, Still early, but looking for a look above and fail at the 161.8 fib extension at 398.05 of the previous Feb. high to the March low.",negative
"RT @11Graphs: ★☆ #Stocks ☆★

(7/9)
Least expensive by EV to EBITDA:
1. 🇺🇸 BIOGEN $BIIB: 7.6x
2. 🇺🇸 GENERAL ELECTRIC $GE: 7.9x
3. 🇺🇸 CATERPI…",neutral,"RT : ★☆  ☆★

(7/9)
Least expensive by EV to EBITDA:
1. 🇺🇸 BIOGEN $BIIB: 7.6x
2. 🇺🇸 GENERAL ELECTRIC $GE: 7.9x
3. 🇺🇸 CATERPI…",neutral
"$AAPL
Twitter Sentiment on 13 Jul 2020 was:
▒ Positive 39.1% █ Negative 10.3% ░ Neutral 50.6%
▒▒▒▒▒▒▒▒██░░░░░░░░░░",neutral,"$AAPL
Twitter Sentiment on 13 Jul 2020 was:
▒ Positive 39.1% █ Negative 10.3% ░ Neutral 50.6%
▒▒▒▒▒▒▒▒██░░░░░░░░░░",neutral
No one is going to upgrade $PEP !?,negative,No one is going to upgrade $PEP !?,neutral
"$UNH
UnitedHealth Group
Target Raised byCowen$281.68$320.00 ➝ $340.00Positive ➝ Outperform",positive,"$UNH
UnitedHealth Group
Target Raised byCowen$281.68$320.00 ➝ $340.00Positive ➝ Outperform",positive
"#germany issuing €130.5b in 7 &amp; 15-yr #bonds; via syndication instead of auctions
📌current #german YC isnt so great looking w/ 7yr at -0.47% &amp; 15yr at 0.19%, gotta hope #forex $EUR swings in ur favor or that ylds grind lower to make $$

#investment #stocks #economy #investments https://t.co/CqkoasKsyD",positive," issuing €130.5b in 7 &amp; 15-yr ; via syndication instead of auctions
📌current  YC isnt so great looking w/ 7yr at -0.47% &amp; 15yr at 0.19%, gotta hope  $EUR swings in ur favor or that ylds grind lower to make $$

    ",negative
"RT @SystematiCK_: “I tried to detect those stocks that resisted the decline. I reasoned that if they could swim against the stream, they we…",negative,"RT : “I tried to detect those stocks that resisted the decline. I reasoned that if they could swim against the stream, they we…",neutral
"1900 PIPS Profit so far🔥🔥

For free signals, Join https://t.co/TRxnnWzlqf

#audjpy #METATRADER #forexsignals #amzn #MT5 #GBPUSD #usoil #stocks #Forex #MT4 #fx #EURJPY #ForexAnalysis $BTC #bitcoin #ForexGroup #forexnews #GBPAUD 99130 https://t.co/UAXeIoVvzO",positive,"1900 PIPS Profit so far🔥🔥

For free signals, Join 

             $BTC     99130 ",neutral
Stock markets across the world have rallied today as investors anticipate a strong US jobs report. #invest #stocks #US #UK #eurozone #holborn https://t.co/j3IG19to8P,positive,Stock markets across the world have rallied today as investors anticipate a strong US jobs report.       ,positive
$WOR #Stocks #StockMarket #WorthingtonIndustries issued Q3 EPS on https://t.co/savSNU1XbB  https://t.co/JbweOBu6JG,neutral,$WOR    issued Q3 EPS on   ,neutral
@AdamMancini4 I’m seeing 2650 as a zone of support for $SPX.  What are your thoughts?,neutral, I’m seeing 2650 as a zone of support for $SPX.  What are your thoughts?,neutral
RT @ManchesterUtd81: @EnronChairman @WillRayValentin @EnergyCynic $NOG isn't in the list cause its AAA like $CVX https://t.co/X97taAoX6i,neutral,RT :    $NOG isn't in the list cause its AAA like $CVX ,neutral
"RT @DeItaOne: **APPLE TO RE-CLOSE 7 STORES IN HOUSTON, TX ON COVID-19 SPIKE
$AAPL",negative,"RT : **APPLE TO RE-CLOSE 7 STORES IN HOUSTON, TX ON COVID-19 SPIKE
$AAPL",positive
3 Surprisingly Controversial Stocks in Donald Trump's Portfolio @themotleyfool #stocks $GILD $MO https://t.co/d9hlJnSRN3,negative,3 Surprisingly Controversial Stocks in Donald Trump's Portfolio   $GILD $MO ,neutral
RT @SeekingAlpha: $F - Ford: A Cheap Stock With High Liquidity Brings Opportunity. https://t.co/KES63dU5FW #finance #stocks #economy,positive,RT : $F - Ford: A Cheap Stock With High Liquidity Brings Opportunity.    ,positive
"RT @TicTocTick: Free trade plan:

1. Look for shortings below 2762, target 2554

2. Above 2762, buys targets 2815

Now 2732

$SPX $NDX #ES_…",negative,"RT : Free trade plan:

1. Look for shortings below 2762, target 2554

2. Above 2762, buys targets 2815

Now 2732

$SPX $NDX …",neutral
Bullish call option flow in $FB. This could break out if it rallies above $230,positive,Bullish call option flow in $FB. This could break out if it rallies above $230,positive
RT @GerberKawasaki: This made my day. Tesla is bigger than Exxon! I LOVE IT! $XOM $TSLA https://t.co/WVrLaVRz2z,positive,RT : This made my day. Tesla is bigger than Exxon! I LOVE IT! $XOM $TSLA ,neutral
"Support becomes resistance for $aapl.  When this puppy gives, look out below https://t.co/bH7MnavdjA",negative,"Support becomes resistance for $aapl.  When this puppy gives, look out below ",neutral
"New 6-Month Lows (Top 10): $HTZ -16.160%, $SHIP -10.970%, $JCP -10.910%, $EVC -10.670%, $RESI -9.380%, $MAGS -9.120%, $SMHI -8.100%, $HJV -6.770%, $GTYH -6.540%, $SBLK -6.370%
 #stocks #stockmarket #stockstowatch https://t.co/qdE4BxCrA5",negative,"New 6-Month Lows (Top 10): $HTZ -16.160%, $SHIP -10.970%, $JCP -10.910%, $EVC -10.670%, $RESI -9.380%, $MAGS -9.120%, $SMHI -8.100%, $HJV -6.770%, $GTYH -6.540%, $SBLK -6.370%
    ",negative
https://t.co/gyCmwHFgux $FB release.,neutral, $FB release.,neutral
"#DumbMickey
In Sturges, Sullivan's Travels,  Joel  McCrea in seeing a Mickey Mouse cartoon realizes the true aim and purpose of comedy or entertainment. $DIS has absolutely no clue - the reason Di will end up a dog and $NFLX, which has adopted Disney's old motto, shall shine. https://t.co/9FSb8l5pzP",positive,"
In Sturges, Sullivan's Travels,  Joel  McCrea in seeing a Mickey Mouse cartoon realizes the true aim and purpose of comedy or entertainment. $DIS has absolutely no clue - the reason Di will end up a dog and $NFLX, which has adopted Disney's old motto, shall shine. ",neutral
"Yo this is fake right, lol... stinky breadth today on 

#stockmarkets   $SPY $IWM $DIA $QQQ $SPX #SPX500 https://t.co/ETNuxJ6ctw",negative,"Yo this is fake right, lol... stinky breadth today on 

   $SPY $IWM $DIA $QQQ $SPX  ",neutral
"RT @gvkreddi: Big Bull's portfolio, after being down by 28% in the last quarter ending Mar 2020, is up 12% in this quarter, with some new a…",positive,"RT : Big Bull's portfolio, after being down by 28% in the last quarter ending Mar 2020, is up 12% in this quarter, with some new a…",positive
"RT @ShellCapital: INVESTOR SENTIMENT STOCK MARKET POLL:

How do you believe the stock market will close today?
 #SPX #SPX500 #SPX500USD $SP…",neutral,"RT : INVESTOR SENTIMENT STOCK MARKET POLL:

How do you believe the stock market will close today?
    $SP…",neutral
"Another great week 

We hit the #BleachBowl - $CLX right into 204 closing off run from 185, swung some lotto puts as a kicker 🧼

$IWM a well-sizes double from 123.90 

$DIS another killer week after Hedge helped you fend off the analyst garbage 
- looks like lots more to come",positive,"Another great week 

We hit the  - $CLX right into 204 closing off run from 185, swung some lotto puts as a kicker 🧼

$IWM a well-sizes double from 123.90 

$DIS another killer week after Hedge helped you fend off the analyst garbage 
- looks like lots more to come",positive
"RT @WingGirlTrade: SWING TRADING in this unbelievably good market

Highly recommend this FREE ""Swing Trading Strategy"" ebook from the profe…",positive,"RT : SWING TRADING in this unbelievably good market

Highly recommend this FREE ""Swing Trading Strategy"" ebook from the profe…",neutral
IDEX -From what I hear they are a US firm Co. why was the CEO the only person to attend Bell Ceremony? This company is reminding me of LK only 2 people showed up for there opening I'm just saying something is fishy too many unanswered questions. #idex #IDEXFAMILY #stocks #gnus https://t.co/GcPkhaB0Q5,negative,IDEX -From what I hear they are a US firm Co. why was the CEO the only person to attend Bell Ceremony? This company is reminding me of LK only 2 people showed up for there opening I'm just saying something is fishy too many unanswered questions.     ,neutral
"Zacks: Brokerages Expect ADTRAN, Inc. $ADTN Will Post Quarterly Sales of $111.05 Million https://t.co/R07JMQmu0k #stocks",neutral,"Zacks: Brokerages Expect ADTRAN, Inc. $ADTN Will Post Quarterly Sales of $111.05 Million  ",neutral
"Hearing a lot about how frothy the markets are, so I did some quick valuation work on my portfolio.

EV/Sales of each business I own:

$SQ - 11.3
$SPOT - 6.1
$ROKU - 12.9
$MTCH - 13.6
$MA - 17.8
$SMLR - 7.9
$EA - 6.3
$AYX - 26.3
$LVGO - 44.1

Price appreciation ≠ overvaluation",neutral,"Hearing a lot about how frothy the markets are, so I did some quick valuation work on my portfolio.

EV/Sales of each business I own:

$SQ - 11.3
$SPOT - 6.1
$ROKU - 12.9
$MTCH - 13.6
$MA - 17.8
$SMLR - 7.9
$EA - 6.3
$AYX - 26.3
$LVGO - 44.1

Price appreciation ≠ overvaluation",neutral
RT @BobLoukas: #stocks -  People complaining the economic numbers didn't match market action.  That's because we came off a 35% crash into…,negative,RT :  -  People complaining the economic numbers didn't match market action.  That's because we came off a 35% crash into…,negative
"(5:00am UTC-7 Apr 16 iPhone US Top 500 Grossing)

$GLUU @KKHOfficial blows past $ZNGA Small Giant Games' Empires, Merge Dragon!, CSR2— Disney $DIS @SorcerersArena past $ZNGA Poker, WwF2 (cont...) https://t.co/Vyq2xgOGJY

Source: AppAnnie #coronavirus #SocialDistancing #MegaTrends",neutral,"(5:00am UTC-7 Apr 16 iPhone US Top 500 Grossing)

$GLUU  blows past $ZNGA Small Giant Games' Empires, Merge Dragon!, CSR2— Disney $DIS  past $ZNGA Poker, WwF2 (cont...) 

Source: AppAnnie   ",neutral
"$PLNT up AH on news gyms can reopen in phase 1

$PTON down on same news

$SPY $SPX",neutral,"$PLNT up AH on news gyms can reopen in phase 1

$PTON down on same news

$SPY $SPX",negative
RT @FXstreetNews: S&amp;P 500 to remain range-bound until a breakthrough on medical or economic front – JP Morgan https://t.co/CMP3ggue8g #Equi…,positive,RT : S&amp;P 500 to remain range-bound until a breakthrough on medical or economic front – JP Morgan  …,neutral
$TPUB #Stocks #StockMarket #TribunePublishing reported Q1 EPS on https://t.co/savSNTKlN1 https://t.co/309pyDGLwo,neutral,$TPUB    reported Q1 EPS on  ,neutral
"RT @cadeinvests: A few solid dividend stocks with yields.

$T - 6.75% 
$O - 4.53%
$JNJ - 2.72%
$MMM - 3.76%
$MCD - 2.60%
$JPM - 3.50%

A lo…",positive,"RT : A few solid dividend stocks with yields.

$T - 6.75% 
$O - 4.53%
$JNJ - 2.72%
$MMM - 3.76%
$MCD - 2.60%
$JPM - 3.50%

A lo…",neutral
American Superconductor Co. $AMSC Expected to Post Quarterly Sales of $18.35 Million https://t.co/LRajsgon37 #stocks,neutral,American Superconductor Co. $AMSC Expected to Post Quarterly Sales of $18.35 Million  ,neutral
RT @jbergASU: $SPX $SPY Can we close out this quarter already so we can get back to selling?,negative,RT : $SPX $SPY Can we close out this quarter already so we can get back to selling?,neutral
"RT @fboLoud: Invest in 🇺🇸American-Centric Stocks

#Tesla received $4.9 billion in subsidies from taxpayers
How much to China?

Tesla's Tran…",positive,"RT : Invest in 🇺🇸American-Centric Stocks

 received $4.9 billion in subsidies from taxpayers
How much to China?

Tesla's Tran…",neutral
"We are right there...2,890 in $SPX https://t.co/kC7kpGE57p",neutral,"We are right there...2,890 in $SPX ",neutral
"RT @TheChartReport: Today's Chart of the Day was shared by @AlmanacTrader 

Click here to read more!

https://t.co/9o5YlPK7t6

#Seasonality…",neutral,"RT : Today's Chart of the Day was shared by  

Click here to read more!



…",neutral
"RT @sbwcws: Apple price target raised to $444 from $310 at Canaccord
$AAPL",positive,"RT : Apple price target raised to $444 from $310 at Canaccord
$AAPL",positive
RT @GregCrennan: To continue to expose the #FederalReserve here is the power of attorney for @blackrock to purchase assets which include #s…,positive,RT : To continue to expose the  here is the power of attorney for  to purchase assets which include …,neutral
"$XOM in Downtrend: its price expected to drop as it breaks its higher Bollinger Band on June 5, 2020. View odds for this and other indicators: https://t.co/UC8WGVsOGa #ExxonMobil #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/3tMZuzHrvY",negative,"$XOM in Downtrend: its price expected to drop as it breaks its higher Bollinger Band on June 5, 2020. View odds for this and other indicators:            ",negative
RT @AmericanBanking: Seanergy Maritime Holdings Corp. $SHIP Given $0.95 Average Target Price by Brokerages https://t.co/q0fZSt9e8x #stocks,neutral,RT : Seanergy Maritime Holdings Corp. $SHIP Given $0.95 Average Target Price by Brokerages  ,neutral
"FREEDOM Trade plan JUNE 30 2020:

1. Sell if below 3019 , target 2960

2. Buy if above 3019 , target 3084

3. Now 3029

$SPX $NDX #ES_F $SPY",positive,"FREEDOM Trade plan JUNE 30 2020:

1. Sell if below 3019 , target 2960

2. Buy if above 3019 , target 3084

3. Now 3029

$SPX $NDX  $SPY",neutral
$spy $spx let’s see some fireworks,neutral,$spy $spx let’s see some fireworks,neutral
"RT @getvolatility: Cheap call option upside: $CCL calls cheaper than 88% of history, $BIIB 88%, $HD 88%, $NCLH 88%, $HAL 88%, $WMB 88%, $W…",positive,"RT : Cheap call option upside: $CCL calls cheaper than 88% of history, $BIIB 88%, $HD 88%, $NCLH 88%, $HAL 88%, $WMB 88%, $W…",neutral
Get those $V calls ready boys https://t.co/evm9YRnPLj,positive,Get those $V calls ready boys ,neutral
"$SPY C-Suite play lip service to diversity as merely a talking point. The chasm is wider in $IWM. Dimon often praised, but $JPM Board has one token black women.

I have never seen a co more dedicated to making diversity matter than $SVMK. Proud bagholder.

https://t.co/IZYFGkULZx https://t.co/BA16ge8Keu",positive,"$SPY C-Suite play lip service to diversity as merely a talking point. The chasm is wider in $IWM. Dimon often praised, but $JPM Board has one token black women.

I have never seen a co more dedicated to making diversity matter than $SVMK. Proud bagholder.

 ",neutral
"RT @PatrickWalker56: TOP 10 GROUPS.   Leading Groups. Leading Stocks in those
groups. Our screens find them. #stocks #investing 
ENTERPRISE…",positive,"RT : TOP 10 GROUPS.   Leading Groups. Leading Stocks in those
groups. Our screens find them.   
ENTERPRISE…",neutral
Some stocks in play today $AAPL $SPOT $INTC $ABBV,positive,Some stocks in play today $AAPL $SPOT $INTC $ABBV,neutral
RT @wijaranakula: The #SP500 is testing its 50-day EMA and continues making HIGHER-HIGHS. 😎 There should not be any CONFUSION about what th…,negative,RT : The  is testing its 50-day EMA and continues making HIGHER-HIGHS. 😎 There should not be any CONFUSION about what th…,neutral
".@bankofcanada forecasts #Canadian #economy likely contract another 10-20% in the second quarter. Then, the central bank sees #growth returning, but forecasts the #global economic #recovery to be protracted and uneven. #canada #jobs #money #investing #stocks #COVID19 #coronavirus",positive,". forecasts   likely contract another 10-20% in the second quarter. Then, the central bank sees  returning, but forecasts the  economic  to be protracted and uneven.       ",negative
"Closed Sell DAL 30.55 for +73.0 pips, total for today +560.3 pips @. VIP Follower .@BigMan_Xander @. #crypto #forex #stocks .@",positive,"Closed Sell DAL 30.55 for +73.0 pips, total for today +560.3 pips @. VIP Follower . @.    .@",neutral
15 Downsides to Being Rich @themotleyfool #stocks  #rich #disadvantages #getrich #investing #millionaires #millionaire #billionaires #billionaire #wealthy #whoknew? https://t.co/FPQQ122pqs,negative,15 Downsides to Being Rich             ? ,neutral
$IZEA. News!! $work $fb #instagram,neutral,$IZEA. News!! $work $fb ,neutral
RT @VolatilityWiz: $AMZN Bezos might be a trillionaire by Prime Day.,neutral,RT : $AMZN Bezos might be a trillionaire by Prime Day.,neutral
S&amp;P 500: Set for a 14% gain in 2020 if history repeats itself – DataTrek https://t.co/hY1GWzuJE3 #Equities #SP500 #UnitedStates,positive,S&amp;P 500: Set for a 14% gain in 2020 if history repeats itself – DataTrek    ,positive
RT @KimbleCharting: JP Morgan bulls and shareholders hope this isn't a kiss good-bye at dual resistance! $JPM $SPX $BKX $XLF https://t.co/4…,positive,RT : JP Morgan bulls and shareholders hope this isn't a kiss good-bye at dual resistance! $JPM $SPX $BKX $XLF ,neutral
RT @AdamMancini4: We continue to hover in $SPX at resistance of the rising wedge that now everyone's posted. I posted yesterday I was looki…,neutral,RT : We continue to hover in $SPX at resistance of the rising wedge that now everyone's posted. I posted yesterday I was looki…,negative
Looks like $JPM is propping up another restaurant company as $RRGB enters equity distribution agreement for up to $40M,positive,Looks like $JPM is propping up another restaurant company as $RRGB enters equity distribution agreement for up to $40M,positive
Group 3: Weekly Technical Video available for viewing in members area of https://t.co/BGHCdJqUxD #Elliottwave #Trading #Stocks #ETFs,neutral,Group 3: Weekly Technical Video available for viewing in members area of     ,neutral
Reinsurance Group of America Inc $RGA Receives Consensus Rating of “Hold” from Brokerages https://t.co/O3s9Bq3V6U #stocks,neutral,Reinsurance Group of America Inc $RGA Receives Consensus Rating of “Hold” from Brokerages  ,positive
RT @NorthmanTrader: Since @JeffBezos &amp; $AMZN are making a killing due to their entire retail competition being forced to shut down perhaps…,negative,RT : Since  &amp; $AMZN are making a killing due to their entire retail competition being forced to shut down perhaps…,negative
"Strong Stocks  watch-list for trading on June 24, 2020 $QQQ $SPY $IWM @tradealike #success #trading #options #stock #investing
$GOOGL $BLK $CLX $V $DG $KMB $ZTS $TGT $CL $SNE https://t.co/iOTkDb14uk",positive,"Strong Stocks  watch-list for trading on June 24, 2020 $QQQ $SPY $IWM      
$GOOGL $BLK $CLX $V $DG $KMB $ZTS $TGT $CL $SNE ",positive
